Unit;LoC;NOC;CBO;DIT;RFC;WMC;LCOM;LCOM2;LCOM3;NoA;NoPA;NoM;NoPM;NoI;Ca;Ce;CCC;LMLoC;LPL;TLoC;CLoC;FLoC;ECC;FCC;HCC;TCC;RCo;SCo;HCo;NoR;NoS;NoH;TFC;NoCA;NoCI;NoCRN;NoDR;NoEH;NoGH;NoGS;NoNPB;NoOC;NoOCA;NoSF;NoSKS
org.apache.hadoop.hbase.rsgroup.RSGroupInfo;135.0;0.0;21.0;1.0;24.0;21.0;35.0;0.7142857142857143;0.7692307692307693;5.0;2.0;14.0;14.0;28.0;1.0;18.0;35.0;21.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.CompressionState;88.0;2.0;15.0;1.0;12.0;3.0;8.0;0.625;0.78125;8.0;0.0;5.0;0.0;12.0;5.0;15.0;8.0;31.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.BufferedDataBlockEncoder$SeekerState;165.0;2.0;24.0;1.0;34.0;22.0;11.0;0.6666666666666667;0.75;17.0;0.0;9.0;1.0;44.0;9.0;23.0;31.0;28.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.CompoundConfiguration;365.0;0.0;40.0;2.0;42.0;58.0;54.0;0.43333333333333335;0.4642857142857143;2.0;0.0;15.0;14.0;76.0;2.0;33.0;79.0;52.0;2.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;2.0;2.0;0.0;4.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.AvlUtil;536.0;0.0;31.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.0;9.0;26.0;102.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.exceptions.DeserializationException;15.0;0.0;8.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.ChoreService$ChoreServiceThreadFactory;18.0;0.0;11.0;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;3.0;2.0;11.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.RowIndexCodecV1$RowIndexEncodingState;1.0;0.0;4.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.DefaultEnvironmentEdge;10.0;0.0;9.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;9.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.DiffKeyDeltaEncoder$DiffCompressionState;14.0;0.0;8.0;2.0;4.0;0.0;0.0;0.5;1.0;2.0;0.0;2.0;0.0;3.0;2.0;8.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Pair;100.0;0.0;15.0;1.0;14.0;18.0;25.0;0.7037037037037037;0.7916666666666667;3.0;0.0;9.0;8.0;11.0;4.0;14.0;27.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.RowIndexSeekerV1$SeekerState;98.0;0.0;22.0;1.0;20.0;14.0;8.0;0.6805555555555556;0.8166666666666667;12.0;1.0;6.0;2.0;23.0;2.0;23.0;20.0;33.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.CommonFSUtils;846.0;0.0;60.0;1.0;140.0;109.0;724.0;0.92;0.9435897435897436;5.0;3.0;40.0;36.0;204.0;3.0;61.0;149.0;82.0;4.0;43.0;107.0;3.0;97.0;1.0;38.0;24.0;3.0;1.0;10.0;8.0;26.0;17.0;15.0;0.0;4.0;0.0;0.0;0.0;3.0;0.0;14.0;2.0;0.0;0.0;0.0
org.apache.hadoop.hbase.net.Address;71.0;0.0;12.0;1.0;20.0;20.0;33.0;0.6666666666666667;0.75;1.0;0.0;9.0;9.0;26.0;3.0;12.0;29.0;11.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.CellCodecWithTags$CellEncoder;37.0;0.0;11.0;2.0;26.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;33.0;2.0;11.0;2.0;18.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.exceptions.UnexpectedStateException;18.0;0.0;8.0;4.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.PrivateCellUtil$ValueAndTagRewriteCell;94.0;0.0;20.0;2.0;26.0;13.0;19.0;0.30000000000000004;0.3333333333333333;1.0;0.0;10.0;8.0;23.0;3.0;20.0;23.0;18.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.OrderedBytes;1490.0;0.0;32.0;1.0;137.0;331.0;1093.0;0.9440677966101695;0.960344827586207;30.0;3.0;59.0;45.0;561.0;12.0;32.0;390.0;103.0;5.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;2.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.CellCodec$CellDecoder;42.0;0.0;15.0;2.0;16.0;2.0;1.0;0.5;1.0;1.0;0.0;2.0;0.0;23.0;2.0;15.0;4.0;22.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.EncoderBufferTooSmallException;5.0;0.0;7.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawByte;63.0;0.0;17.0;1.0;17.0;11.0;0.0;1.0;0.0;0.0;0.0;11.0;11.0;13.0;1.0;17.0;22.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.aes.CommonsCryptoAESDecryptor;47.0;0.0;24.0;1.0;9.0;3.0;13.0;0.75;0.9;4.0;0.0;6.0;6.0;4.0;2.0;24.0;9.0;7.0;1.0;2.0;1.0;0.0;4.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.AbstractPositionedByteRange;242.0;2.0;18.0;2.0;56.0;26.0;633.0;0.725;0.7435897435897436;2.0;0.0;40.0;38.0;19.0;3.0;18.0;66.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Counter$Container;16.0;0.0;5.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.DynamicClassLoader;191.0;0.0;32.0;4.0;38.0;35.0;0.0;0.625;0.8333333333333334;10.0;0.0;4.0;1.0;61.0;1.0;32.0;40.0;70.0;1.0;15.0;25.0;0.0;23.0;0.0;11.0;8.0;2.0;1.0;3.0;2.0;2.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.BaseDecoder$PBIS;8.0;0.0;7.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;7.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Strings;64.0;0.0;14.0;1.0;11.0;8.0;6.0;0.75;1.0;2.0;2.0;4.0;4.0;13.0;3.0;14.0;12.0;6.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.IndividualBytesFieldCellBuilder;10.0;0.0;8.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;8.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.DefaultCipherProvider;45.0;0.0;16.0;1.0;8.0;8.0;14.0;0.75;0.9;2.0;0.0;6.0;6.0;4.0;2.0;16.0;14.0;6.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.JVM;272.0;0.0;30.0;1.0;31.0;37.0;28.0;0.7714285714285715;0.8571428571428572;7.0;0.0;10.0;9.0;63.0;4.0;29.0;51.0;53.0;1.0;47.0;13.0;56.0;44.0;11.0;13.0;20.0;0.0;0.0;2.0;0.0;0.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;12.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.OrderedNumeric;71.0;0.0;22.0;2.0;20.0;24.0;25.0;1.0;1.1428571428571428;2.0;2.0;8.0;8.0;17.0;1.0;21.0;32.0;13.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ConcatenatedLists;63.0;0.0;24.0;2.0;8.0;4.0;5.0;0.625;0.8333333333333334;2.0;0.0;4.0;4.0;18.0;2.0;18.0;16.0;5.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.PrivateCellUtil$FirstOnRowDeleteFamilyCell;56.0;0.0;16.0;2.0;13.0;8.0;25.0;0.7916666666666666;0.9047619047619048;3.0;0.0;8.0;8.0;11.0;2.0;16.0;16.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.KeyValueCodecWithTags$KeyValueEncoder;11.0;0.0;11.0;2.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5.0;2.0;11.0;1.0;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.FastDiffDeltaEncoder$FastDiffCompressionState;37.0;0.0;15.0;2.0;11.0;0.0;1.0;0.33333333333333337;0.5;2.0;0.0;3.0;0.0;12.0;2.0;15.0;3.0;11.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ByteRangeUtils;45.0;0.0;22.0;1.0;14.0;12.0;0.0;1.0;0.0;0.0;0.0;5.0;5.0;23.0;1.0;18.0;17.0;10.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.CopyOnWriteArrayMap$ArrayKeyIterator;23.0;0.0;14.0;1.0;4.0;2.0;2.0;0.33333333333333337;0.5;2.0;0.0;3.0;3.0;2.0;3.0;12.0;5.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.Union4;38.0;0.0;19.0;3.0;9.0;8.0;7.0;0.4;0.5;1.0;0.0;5.0;5.0;8.0;1.0;13.0;13.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.WeakObjectPool;33.0;0.0;15.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;4.0;3.0;11.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.Union2;52.0;1.0;19.0;1.0;11.0;9.0;18.0;0.5714285714285714;0.6666666666666666;2.0;0.0;7.0;7.0;9.0;2.0;15.0;16.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.Union3;38.0;1.0;18.0;2.0;9.0;8.0;7.0;0.4;0.5;1.0;0.0;5.0;5.0;8.0;2.0;13.0;13.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.compress.Compression$FinishOnFlushCompressionStream;16.0;0.0;10.0;3.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;5.0;2.0;10.0;2.0;5.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawBytesFixedLength;30.0;0.0;11.0;2.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;4.0;1.0;10.0;4.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.SimpleMutableByteRange;183.0;0.0;16.0;2.0;19.0;33.0;0.0;1.0;0.0;0.0;0.0;12.0;12.0;23.0;2.0;16.0;45.0;15.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.aes.CommonsCryptoAESEncryptor;62.0;0.0;26.0;1.0;12.0;6.0;14.0;0.7380952380952381;0.8611111111111112;6.0;0.0;7.0;7.0;6.0;2.0;26.0;13.0;10.0;1.0;2.0;1.0;0.0;4.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.RowIndexEncoderV1;63.0;0.0;19.0;1.0;12.0;12.0;1.0;0.4444444444444444;0.6666666666666666;6.0;0.0;3.0;2.0;20.0;3.0;20.0;15.0;15.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.compress.ReusableStreamGzipCodec$ReusableGzipOutputStream;134.0;0.0;25.0;2.0;12.0;0.0;0.0;1.0;1.2;2.0;0.0;6.0;6.0;35.0;3.0;25.0;15.0;2.0;3.0;4.0;2.0;7.0;13.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;6.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.AbstractDataBlockEncoder;51.0;2.0;28.0;1.0;10.0;8.0;0.0;1.0;0.0;0.0;0.0;4.0;2.0;14.0;11.0;28.0;14.0;7.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.BufferedDataBlockEncoder$OnheapDecodedCell;195.0;0.0;21.0;1.0;36.0;24.0;319.0;0.912037037037037;0.9471153846153846;16.0;0.0;27.0;27.0;15.0;3.0;21.0;51.0;17.0;2.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
