Rule Id;Violation Kind;Violating Unit;Violation Label;First Unit;Second Unit
ADR08;DRIFT;org.apache.hadoop.hbase.util.Methods;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.zookeeper.ZKConfig;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.security.User$SecureHadoopUser;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.security.UserProvider;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.io.crypto.aes.AESEncryptor;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.UnsafeAvailChecker;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.ChoreService;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.ByteBufferUtils;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.Base64$Base64InputStream;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.MD5Hash;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.ChecksumFactory;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.ClassSize$UnsafeLayout;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.UnsafeAccess;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.Striped64;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.io.crypto.Encryption;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.CommonFSUtils;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.CoprocessorClassLoader;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.io.encoding.BufferedDataBlockEncoder;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.AbstractHBaseTool;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.io.compress.Compression;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.DynamicClassLoader;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.codec.BaseDecoder;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.util.Sleeper;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.io.encoding.HFileBlockDefaultEncodingContext;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.HBaseConfiguration;NoNPB = 0.0;none;none
ADR08;DRIFT;org.apache.hadoop.hbase.io.util.HeapMemorySizeUtil;NoNPB = 0.0;none;none
